id,hostname,model,exist in CA Spectrum
155498933198486502,LSEFDP01.marriott.com,C800,True
156208476946441602,unknown,,False
156258967562707097,GTFSHS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
156837215981759118,BLR5201,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
156963008147494290,BHXOXP01.marriott.com,C11118PLteEA,True
157134147094083469,HP-2530-8G,"HP J9777A 2530-8G Switch, revision YA.15.17.0009, ",False
157787893103471128,JHGSIS15,S5120S28PEI,False
158350402212202958,AUSTUP01.marriott.com,C11118PLteEA,True
158787565467708439,DXBMHS08,Aruba JL262A,False
158837359811063540,ALYSI45.Marriott.com,catalyst3560G24TS,False
158937544821340405,AMSRIP01.marriott.com,C899G-LTE-NA-K9,True
158974381185602721,AUSJWS08,"HP J9782A 2530-24 Switch, revision YB.15.12.0006, ",False
159439489458355013,JEDSI51.Marriott.com,catalyst296024PCS,False
159916915203539603,BOMBRS63,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
160190022968206973,unknown,,False
160381044668145598,DXBAPP01.marriott.com,C800,True
160454610576973860,SZXBAS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
161659274640719756,unknown,,False
162157814727226450,HKTJWS07.Marriott.com,cat29xxStack,False
162188152202335594,AUSWLP01.marriott.com,C11118PLteEA,True
162464076999388970,OSAXRS006.Marriott.com,catalyst2960G24,False
163240809893089702,CSXLCS48,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
163532226443719987,ACCMCSW56,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
163620068898950064,YYZAEP01,C899G-LTE-NA-K9,True
163793545277155661,unknown,,False
164049088627026722,SZXERSW03-5F-T1,J9087A,False
164525113371871038,unknown,,False
164706181580688455,ALWCYS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
164728240033040247,unknown,,False
165013365889353456,SYXFPS03,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
166081024728908348,KRKSI43.Marriott.com,cat29xxStack,False
166138682968986007,SZVCYSW01-20,J9085A,False
166247138674958384,CANTISW03-05-IDF,J9087A,False
166923622658820514,unknown,,False
167070437668809773,HOURBP01.marriott.com,891,True
167548261431973177,FLGSHP01.marriott.com,891,True
167657516323230130,INDTDSW02,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
167758431955630216,HUZFPS44.Marriott.com,catalyst291848TC,False
167967748601536000,FUOCYSW06-02-HighLowVoltageRoom,J9773A,False
168007480350320788,YVRWCP01,1921k9,True
168501902688261712,SYXMCP01.marriott.com,891,True
169508701618647677,DALGTSW-LL0-2.Marriott.com,WS-C3850-48T-S,False
169536994563355701,XIYBRSW02-15-IDF,J9772A,False
169648718837954257,SEAFOSWITCH01,Aruba - JL724A 6200F 24G 4SFP+ Swch,False
170017476277126622,unknown,,False
170536634934644695,GCMRZS70,"HP J9851A Switch 5412Rzl2, revision KB.16.10.0009,",False
170876580834570089,HYDCYS02,"ProCurve J4899C Switch 2650, revision H.10.119, RO",False
171097611299238119,MBSFMS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
171191169137699609,SSHBRS08,"HP J9562A Switch 2915-8G-PoE, revision A.15.16.002",False
171384702846950647,KWESIP01,1921k9,True
171646928218599263,FUOCYSW01-02-LowVoltageRoom,J9776A,False
172340148544737784,unknown,,False
172838772365361040,unknown,,False
174386584402399890,unknown,,False
176258658546755931,SHAMPSW02-19-IDF,J9776A,False
176417966783187792,HOUCSP01.marriott.com,C899G-LTE-NA-K9,True
176438367402928015,unknown,,False
176942855563684210,BAHSI40,"HP J8697A Switch 5406zl, revision K.16.02.0030, RO",False
177232169014839433,unknown,,False
177440752147458047,BPTFIP01.marriott.com,C11118PLteEA,True
177465247011830002,TAOMDS52,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
177898153455550060,unknown,,False
178150255820451964,DPSCYS01.Marriott.com,catalyst4503e,False
178318053694490606,MKEFEP01.marriott.com,C11118PLteEA,True
178365676161816153,LAXEBSW03-B3-MDF,J9773A,False
178557121922566114,AUHXRS14,"HP J9780A 2530-8-PoEP Switch, revision YB.16.10.00",False
178615552797714740,DALICS01,"HP J9781A 2530-48 Switch, revision YA.16.10.0016, ",False
179118441932352659,TLVAKP01.marriott.com,C891FK9,True
179160097883071932,HTSDAS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
180291199689831523,PRYMEP01.marriott.com,891,True
180758157763594579,WUXZHP01.marriott.com,C11118PLteLA,True
181082505959343713,SZXXRS49,S5120-28C-PWR-EI,False
181711835125726849,unknown,,False
181832002675926799,LAXEBSW02-06-IDF6N,J9772A,False
182316360456779607,SHAPHSW03-05-IDF,,False
182339432771256503,unknown,,False
182430295403725889,XIYMDP01.marriott.com,C11118PLteLA,False
182930788624867496,unknown,,False
183476483912498825,FUOALS43,S3552P-EA,False
183572820239444453,COESHS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
183724327504305576,SZVWHS43,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
183783813216086524,unknown,,False
184011997947370628,DXBJWS20,"ProCurve J9087A Switch 2610-24-PWR, revision R.11.",False
184271580474808244,HKGWH-S43-W75-SW1.Marriott.com,cat29xxStack,False
184273588496261389,unknown,,False
184371315614068536,AUHGW59,"HP J9148A 2910al-48G-PoE Switch, revision W.15.14.",False
184452439214305932,DFWRDP01.marriott.com,C899G-LTE-NA-K9,True
184503647052582370,unknown,,False
184922519517752642,DPSSWS20,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
184928279835967313,unknown,,False
185052500230408040,SUXDEP01.marriott.com,C800,True
185422605836290670,CHIJW-SW138-02-IDF220,J9146A,False
185624805720133883,BJSLF43,S3100V2-26TP-EI,False
185712671036899100,unknown,,False
186367746138265532,unknown,,False
186397850266271614,HGHJXSW01-01-IDFA,Aruba-JL261A,False
186483535290174685,DXBAPSW61_NoShu_IDF,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
186619304214588648,OOLGSSW09,"HP J9774A 2530-8G-PoEP Switch, revision YA.16.10.0",False
186866071735220265,BAHRZSW146,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
187042725690970304,JKTMDSWDIST02-ITSVR.Marriott.com,catalyst2960G24,False
187578046439712237,DXBEJSW02-P1,Aruba JL254A,False
187762858049573703,JDHFIS0157,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
188982135571690118,DSMIAP01.marriott.com,1921k9,True
189143465207136497,ALGBRS05,"HP J8693A Switch 3500yl-48G, revision K.16.02.0033",False
189242333551724281,unknown,,False
189351004352531248,CHIJW-SW002-B1-IDF149,J9146A,False
189476560567984521,TYNWMSW03-B1-MDF,J9776A,False
189515383994640737,SDFOXP01.marriott.com,C11118PLteEA,True
189661460591259374,unknown,,False
189757631262922458,YYZCCS04,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
189929662075889430,WAWPLS61,"ProCurve J9021A Switch 2810-24G, revision N.11.78,",False
190433524829134995,ZISWZSW06-57-IDF,,False
190515668705835242,PYXLCSW38,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
191644222296403559,HOURDP01.marriott.com,1921k9,True
191767789259461309,TPEWHS74.Marriott.com,cat296024TCS,False
192333795721945804,COTFIS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
193250493865650121,HFEHFS40,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
193301062783508378,m35-kdeZx,,False
193301837814899609,SZXERSW01-7F-T1,J9779A,False
193515752672907943,ACCMCSW57,"HP J9726A 2920-24G Switch, revision WB.16.10.0016,",False
194042089057232939,m25-5m6QZ,,False
195067825488681228,PDXARP01.marriott.com,C899G-LTE-NA-K9,True
195955067487274533,NKGSCSW03-B1-IDF,J9782A,False
195965785665056065,LSC_Switch_4.Marriott.com,catwsC3560C12pcS,False
196018929412171143,CANRZS10,"ProCurve J4899B Switch 2650, revision H.10.119, RO",False
196079753764160112,ISTDTSW02-ZA-SYSK3.Marriott.com,cat296024TCS,False
196854285227394263,unknown,,False
197180877489460947,DSMIAS03,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
198705418752736416,HUZCYSW159-05,J9776A,False
199657204681918514,OSAFWSW01-03-EPSBG,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.10.",False
199944760354649677,SLCTDS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
200709975149381805,SYXDBSW02-8-IDF2E.Marriott.com,cat29xxStack,False
200927197944340608,POZSI46.Marriott.com,WsC2960P48PstS,False
201054276455289000,TLCTMP01.marriott.com,891,True
201232682720128788,CBRAKP01.marriott.com,C11118PLteEA,True
201820012557077255,GUWBRS7,Aruba JL259A,False
202790854431587294,PSCRLP01.marriott.com,891,True
203327078502024794,OKCAW,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
203373385498134575,PRHFIP01.marriott.com,891,True
203783093884896167,SWASI40,s7506E,False
203929309458413474,DLHFWP01.marriott.com,C800,True
204496343135812070,DENCAP01.marriott.com,C899G-LTE-NA-K9,True
206079894528670849,STCALS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
206506941632901217,unknown,,False
206702641547017803,AUSNOS03,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
207057879926244726,JNGJWSW03-01-IDFA-Z2,J9773A,False
207499999311831968,AUHRX57,"HP J9148A 2910al-48G-PoE Switch, revision W.15.14.",False
208363946075329312,unknown,,False
208785656330912628,SHASXSW01-17-IDF,cat29xxStack,False
208892770332028273,SHESIS53,s3600V2-52TP-SI,False
209296518253467454,JEDMM41,S5120-48P-EI,False
209927326611761328,DENSVS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
210238719812882411,SZXSNSW01-B1-ChemicalStorage,Aruba-JL261A,False
210346097476564198,MLIGBP01.marriott.com,C899G-LTE-NA-K9,True
212259195403078551,NANMCS03.Marriott.com,CAT3K_CAA,False
212370159683604023,unknown,,False
212482028511927696,DXBBM57,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
212608531705469840,WUXZHSW01-37-IDF,Aruba-JL261A,False
213054001818837187,DELALS01,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
213190151657873969,HOUHHS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
213326100674186637,YYJVOSW03-2-IDF.singledigits.net,cat29xxStack,False
213731893223548277,VTZFPS49,,False
213836617346079096,DXBPXSW10-GF-IDF01,Aruba JL558A,False
214019822690491353,unknown,,False
214629937296737751,YXETSP01.marriott.com,C800,True
214692560409937179,CSXFPSW02-03-IDFA,J9781A,False
214934444030546387,HNLWISW10-01-FO1.Marriott.com,WS-C2960X-48TD-L,False
215352930454491671,TAOMDS46,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
215501909668196612,MSPWES04,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
215746955416245370,KULMDP01,1921k9,True
216313939894844670,BJSFHP01.marriott.com,C11118PLteLA,True
216589140184305958,ZHAFPSW03-09-IDF,J9776A,False
216740268920679536,TYOETSW05-31-EPS2B,J9775A,False
216780590235308902,DOHRZSW01-IDFL04-A,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
217093332402001817,BJSFPS50.Marriott.com,WsC2960P24TcL,False
218022955825848285,unknown,,False
218956711592266763,unknown,,False
219780744346862314,INDRNP01.marriott.com,C11118PLteEA,True
219834238347086336,DALIC03,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
220166136617977388,DXBPXSW14-P2F-IDF01,Aruba JL558A,False
220174328671128028,unknown,,False
221223869892850104,AUHMCS27,"HP J9310A Switch 3500yl-24G-PoE+, revision K.16.02",False
221346775492742336,ISTMD58,"ProCurve J9279A Switch 2510G-24, revision Y.11.52,",False
221630293842759772,HKTMBS08,Aruba JL261A,False
221641379502362441,HGHJXSW01-06-IDF,Aruba-JL261A,False
221707885723001339,ONTBES01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
221711693891291606,unknown,,False
221754907270177477,unknown,,False
221898744840834465,CHIJW-SW082-07-IDF750,J9147A,False
222346109890535131,SHAWHSW02-03-IDFB,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.06.",False
222631457877608577,ACCMCSW64,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
222834349056459399,unknown,,False
222915108449324755,LASVNP01,891,False
224216620555100570,BKKQPS11,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
224427048961679157,SYXAKSW02-B1-Storage,J9776A,False
224910219573384501,SYXAKSW02-02-Storage,J9776A,False
225011986142551625,CZXMCSW03-40,J9773A,False
226039625457086106,STLFDP01.marriott.com,C11118PLteEA,True
226962187192902112,HKGBRS1101,"Aruba 2930M Switch Stack, revision WC.16.10.0009, ",True
227544494022721600,SELJWS59,Aruba JL261A,False
227563767076623669,m25-rfxuX,,False
227887887954629429,SZXSNSW03-3A-IDF,Aruba-JL260A,False
227937601205835129,RSTFIP01.marriott.com,C891FK9,True
228056778294649896,YXUFPP01,1921k9,True
228477831763941242,unknown,,False
229052097510426573,STLDWS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
229187075757606296,GBEPGP01.marriott.com,C11118PLteEA,True
229552871100173301,AUHXRS18,"HP J8693A Switch 3500yl-48G, revision K.16.02.0033",False
229584623266360591,unknown,,False
229901611048483400,unknown,,False
230130957704707783,unknown,,False
230199441056483328,SHAFPSW01-02-IDF-A3,J9773A,False
230312364217919958,PHXDRS059,"HP J9565A Switch 2615-8-PoE, revision A.15.16.0021",False
230370494853400567,JHMRZS65,"HP J9728A 2920-48G Switch, revision WB.16.10.0016,",False
230986250201778472,KULFPP01,1921k9,True
231502898412915271,ALOCLP01.marriott.com,C1161X8PLteP,True
231699861351787021,CAIMNS01,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
231738983286261288,BJSESS03.Marriott.com,catalyst37xxStack,False
232263874328579585,FWADTP01.marriott.com,C899G-LTE-NA-K9,True
232375262248673099,unknown,,False
232590696666713748,HKGOPSW02-GF-IDFTower1,Aruba-JL254A,False
234985509217582923,unknown,,False
235051935723835898,SJJRIP01.marriott.com,891,True
236621833215127506,GUMWIP01,1921k9,True
238252824057030090,YULDBSW01-21-IDF.singledigits.net,C2960X,False
239370541337482268,HKGOPSW03-03-IDFTower2,J9781A,False
239531271779183886,LKOFIS05,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.10.",False
239732800660615701,SFONPP01.marriott.com,C1161X8PLteP,True
239836633917582677,STLOFS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
240098935258857390,SZXSNSW02-06-IDF,Aruba-JL261A,False
240174494973920217,PHXDRS060,"HP J9145A 2910al-24G Switch, revision W.15.14.0018",False
240294436498622741,unknown,,False
241605072743899324,TYOWYSW04-22-EPSG,Aruba JL261A,False
241646865088999858,SATCYS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
241976749718112563,unknown,,False
242236605472271311,EDIOXP01.marriott.com,C11118PLteEA,True
242420861595247039,FTCCOS04,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
243518698126379389,FARCFS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
243541778132866060,SHASYSW02-08-IDF,J9625A,False
243821968835078563,unknown,,False
244279206231260726,DALTCS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
244794494460564088,CHIOTP01.marriott.com,C899G-LTE-NA-K9,True
246088841076943407,BJSWIS50.Marriott.com,catalyst296048,False
246169020696169431,CZXCJSW03-B1-IDFB,summitX440G2-24t-10G4,False
246206856348597650,unknown,,False
247054685926486763,JNZSISW53,S5120-24P-EI,False
247408074316625514,SACWNP01.marriott.com,C899G-LTE-NA-K9,True
247727096777353693,EVVTSP01.marriott.com,891,True
247879133969633033,SELFDP01.marriott.com,C11118PLteEA,True
248506527777097591,unknown,,False
248629715956676319,unknown,,False
248878215883096945,MAASCS04,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
249254276855497723,BJSSWS02.Marriott.com,catalyst356024TS,False
250438135846060850,PHXWSSW14.Marriott.com,WS-C3560X-48T-S,False
250521974313842490,CHIJW-SW037-04-IDF466,J9147A,False
250556161467809151,YSEWIP01,1921k9,True
250613235904055348,unknown,,False
250973145864761615,unknown,,False
251091766227652268,LNKTSP01.marriott.com,C891FK9,True
251294631402223907,unknown,,False
251668650786112814,INDTXP01.marriott.com,C11118PLteEA,True
251964735628085564,DENMWS03,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
252099569331569238,unknown,,False
252382271656696118,YYJVOSW01-5-IDF.singledigits.net,cat29xxStack,False
252520917272231906,SEASISW5-01-USTMDF.Marriott.com,WS-C2960S-48TS-L,False
253159781368461927,SZVELS44,S5120-48P-EI,False
253183007651175109,DALRLS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
253506199289546341,SELFGSW01-07-IDF,CatWSC2960L24TSLL,False
253830961051008620,LAXJWS7-LPSUP224.Marriott.com,catwsC2960C12pcL,False
254911723828629776,UKYRZS11,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
255084739725576352,SDFELS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
256086868620224328,SW00468VRTX,,False
256701885712799227,XMNETSW02-04-IDFG,,False
256897812941010183,SATCRS051,Aruba - JL726A 6200F 48G 4SFP+ Swch,False
257442243604040289,PHXPIP01.marriott.com,C899G-LTE-NA-K9,True
257477387608367091,HAFRZS06,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.10.",False
257493000228051191,XIYWHSW11-12-R1215,J9774A,False
257845268208448643,unknown,,False
258192582035516701,DALGTSW-Spare_94.Marriott.com,catwsC3560C8pcS,False
258309532527237781,unknown,,False
259445611681566387,RUHRZ,,False
260596858124738007,YYZRUS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
260603659562454853,GJTCYS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
261476760335788515,WUHBRSW1F-1,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
262119607595095486,HKGBRS1112,"HP 2920 Switch Stack, revision WB.16.10.0009, ROM ",True
262159211060337787,DALMUP01.marriott.com,C11118PLteEA,True
262451016734653349,GEGFVS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
262672551188149761,CAIWISW45.Marriott.com,C2960X,False
262731760922702284,SFOAKP01.marriott.com,891,True
262758534404347611,PRGPZS62,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
262960157289853586,unknown,,False
263075410492292210,unknown,,False
263082918642394605,ELPTNP01.marriott.com,C11118PLteEA,True
263086471540014051,unknown,,False
263238839186423232,LASGVP01.marriott.com,C899G-LTE-NA-K9,True
263375617078422465,GCMRZS59,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.10.",False
263588631723792940,CHIRLSW03-B1-MDF,J9773A,False
266492707630277689,unknown,,False
267010563853247860,SZXXRS51,S5120-28C-EI,False
267402918750022742,unknown,,False
267909254228611642,HYNMCFW01-06-MDFA,SRX220H2,False
268449114308151877,SYXAKSW01-B2,J9773A,False
268622991196198347,PHXBDSW03-17-IDF17,J9729A,False
269252162699353907,YOWCYP01.marriott.com,C899G-LTE-NA-K9,True
270945894588962066,unknown,,False
271328570695203742,SNAMCSW03-13-IDF6,J9775A,False
271354127397694568,GDLACS05,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
271552964547245207,unknown,,False
271741617927889859,EVNTKS7,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
271903181194624316,YVRDVSW01-5-IDF5.singledigits.net,cat29xxStack,False
272029163408316430,AUHWHSW16,Aruba JL261A,False
272487808532895292,PNQCKS02,"ProCurve J9022A Switch 2810-48G, revision N.11.78,",False
272580691829900451,FUOCYSW03-14-IDF,J9773A,False
272685594434984920,unknown,,False
273746537392424258,SZXSNSW03-12-IDF,Aruba-JL261A,False
274033820652389158,YEGECSW003-7-IDF7.singledigits.net,cat29xxStack,False
274100735728380865,SELJWS51,Aruba JL261A,False
274113773037582810,DALPTP01.marriott.com,1921k9,True
274133761164481340,unknown,,False
275290144374435168,HGHERSW01-09-IDFT3,cat29xxStack,False
275464313022298813,CKGJWSW01-B1.ckgjw.marriott.com,cat4510rpluse,False
275666091415442906,IDRSIS08,"HP J9777A 2530-8G Switch, revision YA.16.10.0016, ",False
275711041193013408,MCOSISW2-3-Dol3Pay.Marriott.com,WS-C3650-48PQ-L,False
275842271633477492,AUABRR01.marriott.com,891,True
276150452801942723,SNAFPP01,1921k9,True
276448182554427873,unknown,,False
277163515775376283,unknown,,False
277358044749215604,SNADEP01.marriott.com,C800,True
278177508358114953,CMBSTS222,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
278210722607015212,AUHMCS33,"HP J9311A Switch 3500yl-48G-PoE+, revision K.16.02",False
278334283935568307,LAXNBS11HaborLanding,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
278428256951374251,SHAWHSW03-02-IDFB,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.06.",False
279414347388417479,CANGNS55,S512052PWiNet,False
279461408921761225,BGICYS03,"ProCurve J9022A Switch 2810-48G, revision N.11.78,",False
279569983173879653,JKTMDSWDIST02-FO.Marriott.com,catalyst2960G24,False
280392518484620402,unknown,,False
280483413599489592,BLRWFS02,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
281400724705148184,LKOFIS04,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.10.",False
281437388587217036,JKTRTS05,"ProCurve J9021A Switch 2810-24G, revision N.11.78,",False
281857583458101820,SELJWS55,Aruba JL261A,False
281919568144689713,XIYWHSW28-07-R731,J9774A,False
282238782897238274,SHAMPSW03-15-IDF,J9776A,False
282530887992161738,DXBRZP01.marriott.com,891,True
282905749555934805,unknown,,False
282951473193755311,SELFGSW01-22-IDF,CatWSC2960L24TSLL,False
283260493219890311,CMBSTsw69,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
283655825093439779,unknown,,False
284041840976653070,unknown,,False
284429073391356101,unknown,,False
284523162560199820,CANULS49,S311052TP,False
285782031525763976,FUOCYSW01-17-IDF,J9773A,False
286213058020172237,PHXLCSW01-01-IDF-CAMEL1B.Marriott.com,WS-C2960S-24PS-L,False
286571753096044454,DTTTSP01.marriott.com,C800,True
286824912256104113,unknown,,False
286842801929390469,unknown,,False
287613808765808551,XIYWHSW11-23-R2312,J9774A,False
287737327639342014,AUHWHSW07,Aruba JL557A,False
287794925551489269,HANJWS08,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
288086739252854890,HNLAKS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
288932856136752606,PBHMDS44,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
289990674969093832,DXBTPS13,"HP J9727A 2920-24G-PoE+ Switch, revision WB.16.10.",False
290873391426883568,FLRWIS02.Marriott.com,WS-C2960X-48FPD-L,False
291199551320591535,SHAFPSW03-07-IDF-A3,J9776A,False
291304333668542463,CNXMDS48.Marriott.com,catalyst296024TT,False
291785441774536168,BJSWIS51.Marriott.com,catalyst296048TT,False
291806876337342522,SANSHS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
291840855570273973,unknown,,False
292052579908382023,INDFGS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
292500267947000814,unknown,,False
292730956158630052,FATOKP01.marriott.com,C11118PLteEA,True
293378632268964181,TYO45S3,"ProCurve J4900B Switch 2626, revision H.10.119, RO",True
293475759344794543,BKKCYSW235,"HP J9779A 2530-24-PoEP Switch, revision YB.16.10.0",False
293875349082481121,BLRGSS18,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
294184435950815657,NANSIS11,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
294370244575131774,unknown,,False
294387366852685796,WUXJSS041.Marriott.com,catalyst3560G24TS,False
294417135762557077,unknown,,False
294755227516804678,CUNJWS08,"Aruba 2930F VSF VC, revision WC.16.10.0016, ROM WC",False
294916016955101751,BKKCYSW235,"HP J9779A 2530-24-PoEP Switch, revision YB.16.10.0",False
295153438577581286,SEASISW6-01-FRONTDESK.Marriott.com,WS-C2960S-48TS-L,False
295708102326790241,YYZTCP01,1921k9,True
296047485798635424,unknown,,False
297356757718984258,CKGMDF02CS40,s7502e,False
297612095459418826,PAHCYP01.marriott.com,C899G-LTE-NA-K9,True
297698897939247243,SZXFP-3F-1ELEVATOR.Marriott.com,catalyst355048,False
297724823986155015,SUXMCS02,"HP J9781A 2530-48 Switch, revision YA.16.10.0016, ",False
298008033396322007,DTWDTSW18,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
298591094082523408,unknown,,False
298662972093097863,unknown,,False
298756821662473089,CGNBOP01.marriott.com,C899G-LTE-NA-K9,True
299304927239266046,unknown,,False
299347450153398044,CHIJW-SW069-07-IDF796,J9147A,False
299394189655429826,unknown,,False
299718568091297407,FJRMDTCCF201,"HP J9780A 2530-8-PoEP Switch, revision YB.16.10.00",False
299894106053338938,VERACSW04,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.10.",False
299980169142870915,NNGLCSW05-74-IDF,J9776A,False
300553101435388160,AUHMCS40,"HP 3800 Switch Stack, revision KA.16.04.0023, ROM ",False
300754894995458914,SFONVS051,Aruba - JL724A,False
301255465450668907,unknown,,False
301294211100739826,LEXNNP01.marriott.com,C899G-LTE-NA-K9,True
301679638146115209,TYOSIS12.Marriott.com,cat29xxStack,False
301799032428487928,TYORZS043,"ProCurve J9087A Switch 2610-24-PWR, revision R.11.",False
302486036105917498,BLRGSS05,"HP J9299A Switch 2520G-24-PoE, revision J.15.09.00",False
302514325684329145,unknown,,False
302695319576700077,FJRMDS56,"HP J9774A 2530-8G-PoEP Switch, revision YA.16.10.0",False
302971081839842868,XIYWHSW12-21-R2115,J9774A,False
303013398712642396,STLRZS08,"ProCurve J9087A Switch 2610-24-PWR, revision R.11.",False
303430679513645832,TPEWHS59.Marriott.com,cat296024TCS,False
303506200398164132,HKTMDSAC3.Marriott.com,C2960X,False
304352134258313604,YLWFIS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
304403429146303959,XIYWHSW03C-1F-IDF,J9773A,False
304555675028891046,LBBFWP01.marriott.com,C800,True
304563532106946970,STLECP01.marriott.com,891,True
305005606540065093,unknown,,False
305182166663626015,BJSESS13.Marriott.com,catalyst296024,False
305203299107821747,DXBRG-SW01-L12-IDF01,,False
305213816671154432,MCNN04A3.marriott.com,ASR1002HX,False
305539977788215847,BFLCHS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
305620927916116034,LBBRWP01.marriott.com,C899G-LTE-NA-K9,True
305740577861169590,unknown,,False
306536219997356100,BAHRZSWA-VillaAdm1,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.10.",False
306571746599777010,SHARZS141,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
306674358820979603,HGHAJSW07-02,J9776A,False
306935741081453181,DFWFRS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0009,",False
307575641900837112,CKYSI42.Marriott.com,cat29xxStack,False
307804354160764610,unknown,,False
307878214526274434,PSPSR069,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
308315164959199699,HP-2530-24G,"HP J9776A 2530-24G Switch, revision YA.15.16.0006,",False
308863171161424341,SGUCYS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
